"";"origin";"year";"month";"day";"hour";"temp";"dewp";"humid";"wind_dir";"wind_speed";"wind_gust";"precip";"pressure";"visib";"time_hour"
"7218";"JFK";2023;10;28;18;NA;NA;NA;230;12,65858;14,5672406924;NA;NA;10;2023-10-29 02:00:00
"7219";"JFK";2023;10;28;19;NA;NA;NA;240;12,65858;14,5672406924;NA;NA;10;2023-10-29 03:00:00
"7220";"JFK";2023;10;28;20;NA;NA;NA;260;12,65858;14,5672406924;NA;NA;10;2023-10-29 04:00:00
"7221";"JFK";2023;10;28;21;NA;NA;NA;250;11,5078;13,242946084;NA;NA;10;2023-10-29 05:00:00
"7222";"JFK";2023;10;28;22;NA;NA;NA;250;10,35702;11,9186514756;NA;NA;10;2023-10-29 06:00:00
"7223";"JFK";2023;10;28;23;NA;NA;NA;260;9,20624;10,5943568672;NA;NA;10;2023-10-29 07:00:00
"7224";"JFK";2023;10;29;0;NA;NA;NA;280;9,20624;10,5943568672;NA;NA;10;2023-10-29 08:00:00
"7225";"JFK";2023;10;29;1;NA;NA;NA;340;12,65858;14,5672406924;NA;NA;10;2023-10-29 09:00:00
"7226";"JFK";2023;10;29;2;NA;NA;NA;350;12,65858;14,5672406924;NA;NA;10;2023-10-29 10:00:00
"7227";"JFK";2023;10;29;3;NA;NA;NA;340;10,35702;11,9186514756;NA;NA;10;2023-10-29 11:00:00
"7228";"JFK";2023;10;29;4;NA;NA;NA;340;12,65858;14,5672406924;NA;NA;10;2023-10-29 12:00:00
"7229";"JFK";2023;10;29;5;NA;NA;NA;350;12,65858;14,5672406924;NA;NA;10;2023-10-29 13:00:00
"7230";"JFK";2023;10;29;6;NA;NA;NA;350;9,20624;10,5943568672;NA;NA;10;2023-10-29 14:00:00
"7231";"JFK";2023;10;29;7;NA;NA;NA;10;11,5078;13,242946084;NA;NA;10;2023-10-29 15:00:00
"7232";"JFK";2023;10;29;8;NA;NA;NA;30;10,35702;11,9186514756;NA;NA;10;2023-10-29 16:00:00
"7233";"JFK";2023;10;29;9;NA;NA;NA;30;11,5078;13,242946084;NA;NA;10;2023-10-29 17:00:00
"7234";"JFK";2023;10;29;10;NA;NA;NA;10;5,7539;6,621473042;NA;NA;10;2023-10-29 18:00:00
"7235";"JFK";2023;10;29;11;NA;NA;NA;20;10,35702;11,9186514756;NA;NA;10;2023-10-29 19:00:00
"7236";"JFK";2023;10;29;12;NA;NA;NA;40;9,20624;10,5943568672;NA;NA;10;2023-10-29 20:00:00
"7237";"JFK";2023;10;29;13;NA;NA;NA;50;5,7539;6,621473042;NA;NA;10;2023-10-29 21:00:00
"7238";"JFK";2023;10;29;14;NA;NA;NA;60;8,05546;9,2700622588;NA;NA;10;2023-10-29 22:00:00
"7239";"JFK";2023;10;29;15;NA;NA;NA;20;10,35702;11,9186514756;NA;NA;10;2023-10-29 23:00:00
"7240";"JFK";2023;10;29;16;NA;NA;NA;20;11,5078;13,242946084;NA;NA;10;2023-10-30
"7241";"JFK";2023;10;29;17;NA;NA;NA;40;12,65858;14,5672406924;NA;NA;10;2023-10-30 01:00:00
"7242";"JFK";2023;10;29;18;NA;NA;NA;50;12,65858;14,5672406924;NA;NA;10;2023-10-30 02:00:00
"7243";"JFK";2023;10;29;19;NA;NA;NA;50;12,65858;14,5672406924;0,01;NA;5;2023-10-30 03:00:00
"7244";"JFK";2023;10;29;20;NA;NA;NA;50;11,5078;13,242946084;NA;NA;5;2023-10-30 04:00:00
"7245";"JFK";2023;10;29;21;NA;NA;NA;60;10,35702;11,9186514756;NA;NA;10;2023-10-30 05:00:00
"7246";"JFK";2023;10;29;22;NA;NA;NA;60;10,35702;11,9186514756;NA;NA;10;2023-10-30 06:00:00
"7247";"JFK";2023;10;29;23;NA;NA;NA;50;9,20624;10,5943568672;NA;NA;10;2023-10-30 07:00:00
"7248";"JFK";2023;10;30;0;NA;NA;NA;30;10,35702;11,9186514756;NA;NA;9;2023-10-30 08:00:00
"7249";"JFK";2023;10;30;1;NA;NA;NA;50;8,05546;9,2700622588;NA;NA;4;2023-10-30 09:00:00
"7250";"JFK";2023;10;30;2;NA;NA;NA;30;5,7539;6,621473042;0,01;NA;3;2023-10-30 10:00:00
"7251";"JFK";2023;10;30;3;NA;NA;NA;10;5,7539;6,621473042;NA;NA;3;2023-10-30 11:00:00
"7252";"JFK";2023;10;30;4;NA;NA;NA;30;8,05546;9,2700622588;NA;NA;2;2023-10-30 12:00:00
"7253";"JFK";2023;10;30;5;NA;NA;NA;10;5,7539;6,621473042;NA;NA;2;2023-10-30 13:00:00
"7254";"JFK";2023;10;30;6;NA;NA;NA;60;5,7539;6,621473042;NA;NA;5;2023-10-30 14:00:00
"7255";"JFK";2023;10;30;7;NA;NA;NA;50;5,7539;6,621473042;NA;NA;8;2023-10-30 15:00:00
"7256";"JFK";2023;10;30;8;NA;NA;NA;50;5,7539;6,621473042;NA;NA;10;2023-10-30 16:00:00
"7257";"JFK";2023;10;30;9;NA;NA;NA;60;5,7539;6,621473042;NA;NA;7;2023-10-30 17:00:00
"7258";"JFK";2023;10;30;10;NA;NA;NA;30;5,7539;6,621473042;0,01;NA;9;2023-10-30 18:00:00
"7259";"JFK";2023;10;30;11;NA;NA;NA;360;5,7539;6,621473042;0,11;NA;2;2023-10-30 19:00:00
"7260";"JFK";2023;10;30;12;NA;NA;NA;60;4,60312;5,2971784336;NA;NA;10;2023-10-30 20:00:00
"7261";"JFK";2023;10;30;13;NA;NA;NA;40;2,30156;2,6485892168;NA;NA;10;2023-10-30 21:00:00
"7262";"JFK";2023;10;30;14;NA;NA;NA;0;0;0;NA;NA;0,5;2023-10-30 22:00:00
"7263";"JFK";2023;10;30;15;NA;NA;NA;0;0;0;NA;NA;2;2023-10-30 23:00:00
"7264";"JFK";2023;10;30;16;NA;NA;NA;240;4,60312;5,2971784336;NA;NA;4;2023-10-31
"7265";"JFK";2023;10;30;17;NA;NA;NA;250;8,05546;9,2700622588;NA;NA;6;2023-10-31 01:00:00
"7266";"JFK";2023;10;30;18;NA;NA;NA;250;10,35702;11,9186514756;NA;NA;8;2023-10-31 02:00:00
"7267";"JFK";2023;10;30;19;NA;NA;NA;270;10,35702;11,9186514756;NA;NA;7;2023-10-31 03:00:00
"7268";"JFK";2023;10;30;20;NA;NA;NA;300;12,65858;14,5672406924;NA;NA;10;2023-10-31 04:00:00
"7269";"JFK";2023;10;30;21;NA;NA;NA;320;19,56326;22,5130083428;NA;NA;10;2023-10-31 05:00:00
"7270";"JFK";2023;10;30;22;NA;NA;NA;300;18,41248;21,1887137344;NA;NA;10;2023-10-31 06:00:00
"7271";"JFK";2023;10;30;23;NA;NA;NA;320;21,86482;25,1615975596;NA;NA;10;2023-10-31 07:00:00
"7272";"JFK";2023;10;31;0;NA;NA;NA;320;20,71404;23,8373029512;NA;NA;10;2023-10-31 08:00:00
"7273";"JFK";2023;10;31;1;NA;NA;NA;310;18,41248;21,1887137344;NA;NA;10;2023-10-31 09:00:00
"7274";"JFK";2023;10;31;2;NA;NA;NA;310;17,2617;19,864419126;NA;NA;10;2023-10-31 10:00:00
"7275";"JFK";2023;10;31;3;NA;NA;NA;340;12,65858;14,5672406924;NA;NA;10;2023-10-31 11:00:00
"7276";"JFK";2023;10;31;4;NA;NA;NA;320;14,96014;17,2158299092;NA;NA;10;2023-10-31 12:00:00
"7277";"JFK";2023;10;31;5;NA;NA;NA;330;16,11092;18,5401245176;NA;NA;10;2023-10-31 13:00:00
"7278";"JFK";2023;10;31;6;NA;NA;NA;330;16,11092;18,5401245176;NA;NA;10;2023-10-31 14:00:00
"7279";"JFK";2023;10;31;7;NA;NA;NA;340;9,20624;10,5943568672;NA;NA;10;2023-10-31 15:00:00
"7280";"JFK";2023;10;31;8;NA;NA;NA;330;12,65858;14,5672406924;NA;NA;10;2023-10-31 16:00:00
"7281";"JFK";2023;10;31;9;NA;NA;NA;340;11,5078;13,242946084;NA;NA;10;2023-10-31 17:00:00
"7282";"JFK";2023;10;31;10;NA;NA;NA;10;5,7539;6,621473042;NA;NA;10;2023-10-31 18:00:00
"7283";"JFK";2023;10;31;11;NA;NA;NA;10;12,65858;14,5672406924;NA;NA;10;2023-10-31 19:00:00
"7284";"JFK";2023;10;31;12;NA;NA;NA;360;10,35702;11,9186514756;NA;NA;10;2023-10-31 20:00:00
"7285";"JFK";2023;10;31;13;NA;NA;NA;20;9,20624;10,5943568672;NA;NA;10;2023-10-31 21:00:00
"7286";"JFK";2023;10;31;14;NA;NA;NA;360;12,65858;14,5672406924;NA;NA;10;2023-10-31 22:00:00
"7287";"JFK";2023;10;31;15;NA;NA;NA;40;12,65858;14,5672406924;NA;NA;10;2023-10-31 23:00:00
"7288";"JFK";2023;10;31;16;NA;NA;NA;40;8,05546;9,2700622588;NA;NA;10;2023-11-01
"7289";"JFK";2023;10;31;17;NA;NA;NA;60;8,05546;9,2700622588;NA;NA;10;2023-11-01 01:00:00
"7290";"JFK";2023;10;31;18;NA;NA;NA;50;4,60312;5,2971784336;NA;NA;10;2023-11-01 02:00:00
"7291";"JFK";2023;10;31;19;NA;NA;NA;30;2,30156;2,6485892168;NA;NA;10;2023-11-01 03:00:00
"7292";"JFK";2023;10;31;20;NA;NA;NA;60;4,60312;5,2971784336;NA;NA;10;2023-11-01 04:00:00
"7293";"JFK";2023;10;31;21;NA;NA;NA;100;5,7539;6,621473042;NA;NA;10;2023-11-01 05:00:00
"7294";"JFK";2023;10;31;22;NA;NA;NA;100;5,7539;6,621473042;NA;NA;10;2023-11-01 06:00:00
"7295";"JFK";2023;10;31;23;NA;NA;NA;70;8,05546;9,2700622588;NA;NA;10;2023-11-01 07:00:00
"7296";"JFK";2023;11;1;0;NA;NA;NA;70;5,7539;6,621473042;NA;NA;10;2023-11-01 08:00:00
"7297";"JFK";2023;11;1;1;NA;NA;NA;60;5,7539;6,621473042;NA;NA;10;2023-11-01 09:00:00
"7298";"JFK";2023;11;1;2;NA;NA;NA;50;9,20624;10,5943568672;NA;NA;10;2023-11-01 10:00:00
"7299";"JFK";2023;11;1;3;NA;NA;NA;40;5,7539;6,621473042;NA;NA;10;2023-11-01 11:00:00
"7300";"JFK";2023;11;1;4;NA;NA;NA;10;5,7539;6,621473042;NA;NA;10;2023-11-01 12:00:00
"7301";"JFK";2023;11;1;5;NA;NA;NA;30;5,7539;6,621473042;NA;NA;10;2023-11-01 13:00:00
"7302";"JFK";2023;11;1;6;NA;NA;NA;10;8,05546;9,2700622588;NA;NA;10;2023-11-01 14:00:00
"7303";"JFK";2023;11;1;7;NA;NA;NA;360;8,05546;9,2700622588;NA;NA;10;2023-11-01 15:00:00
"7304";"JFK";2023;11;1;8;NA;NA;NA;340;10,35702;11,9186514756;NA;NA;10;2023-11-01 16:00:00
"7305";"JFK";2023;11;1;9;NA;NA;NA;310;10,35702;11,9186514756;NA;NA;10;2023-11-01 17:00:00
"7306";"JFK";2023;11;1;10;NA;NA;NA;330;12,65858;14,5672406924;0,01;NA;7;2023-11-01 18:00:00
"7307";"JFK";2023;11;1;11;NA;NA;NA;20;11,5078;13,242946084;NA;NA;10;2023-11-01 19:00:00
"7308";"JFK";2023;11;1;12;NA;NA;NA;20;11,5078;13,242946084;NA;NA;10;2023-11-01 20:00:00
"7309";"JFK";2023;11;1;13;NA;NA;NA;20;11,5078;13,242946084;NA;NA;10;2023-11-01 21:00:00
"7310";"JFK";2023;11;1;14;NA;NA;NA;10;8,05546;9,2700622588;NA;NA;10;2023-11-01 22:00:00
"7311";"JFK";2023;11;1;15;NA;NA;NA;350;12,65858;14,5672406924;NA;NA;10;2023-11-01 23:00:00
"7312";"JFK";2023;11;1;16;NA;NA;NA;340;11,5078;13,242946084;NA;NA;10;2023-11-02
"7313";"JFK";2023;11;1;17;NA;NA;NA;320;16,11092;18,5401245176;NA;NA;10;2023-11-02 01:00:00
"7314";"JFK";2023;11;1;18;NA;NA;NA;330;17,2617;19,864419126;NA;NA;10;2023-11-02 02:00:00
"7315";"JFK";2023;11;1;19;NA;NA;NA;350;16,11092;18,5401245176;NA;NA;10;2023-11-02 03:00:00
"7316";"JFK";2023;11;1;20;NA;NA;NA;NA;NA;NA;NA;NA;10;2023-11-02 04:00:00
"7317";"JFK";2023;11;1;21;NA;NA;NA;NA;NA;NA;NA;NA;10;2023-11-02 05:00:00
"7318";"JFK";2023;11;1;22;NA;NA;NA;320;18,41248;21,1887137344;NA;NA;10;2023-11-02 06:00:00
"7319";"JFK";2023;11;1;23;NA;NA;NA;330;18,41248;21,1887137344;NA;NA;10;2023-11-02 07:00:00
"7320";"JFK";2023;11;2;0;NA;NA;NA;330;14,96014;17,2158299092;NA;NA;10;2023-11-02 08:00:00
"7321";"JFK";2023;11;2;1;NA;NA;NA;NA;NA;NA;NA;NA;10;2023-11-02 09:00:00
"7322";"JFK";2023;11;2;2;NA;NA;NA;320;16,11092;18,5401245176;NA;NA;10;2023-11-02 10:00:00
"7323";"JFK";2023;11;2;3;NA;NA;NA;NA;NA;NA;NA;NA;10;2023-11-02 11:00:00
"7324";"JFK";2023;11;2;4;NA;NA;NA;310;10,35702;11,9186514756;NA;NA;10;2023-11-02 12:00:00
"7325";"JFK";2023;11;2;5;NA;NA;NA;320;10,35702;11,9186514756;NA;NA;10;2023-11-02 13:00:00
"7326";"JFK";2023;11;2;6;NA;NA;NA;320;10,35702;11,9186514756;NA;NA;10;2023-11-02 14:00:00
"7327";"JFK";2023;11;2;7;NA;NA;NA;310;12,65858;14,5672406924;NA;NA;10;2023-11-02 15:00:00
"7328";"JFK";2023;11;2;8;NA;NA;NA;320;9,20624;10,5943568672;NA;NA;10;2023-11-02 16:00:00
"7329";"JFK";2023;11;2;9;NA;NA;NA;330;9,20624;10,5943568672;NA;NA;10;2023-11-02 17:00:00
"7330";"JFK";2023;11;2;10;NA;NA;NA;320;5,7539;6,621473042;NA;NA;10;2023-11-02 18:00:00
"7331";"JFK";2023;11;2;11;NA;NA;NA;330;8,05546;9,2700622588;NA;NA;10;2023-11-02 19:00:00
"7332";"JFK";2023;11;2;12;NA;NA;NA;320;8,05546;9,2700622588;NA;NA;10;2023-11-02 20:00:00
"7333";"JFK";2023;11;2;13;NA;NA;NA;310;5,7539;6,621473042;NA;NA;10;2023-11-02 21:00:00
"7334";"JFK";2023;11;2;14;NA;NA;NA;330;5,7539;6,621473042;NA;NA;10;2023-11-02 22:00:00
"7335";"JFK";2023;11;2;15;NA;NA;NA;290;5,7539;6,621473042;NA;NA;10;2023-11-02 23:00:00
"7336";"JFK";2023;11;2;16;NA;NA;NA;300;5,7539;6,621473042;NA;NA;10;2023-11-03
"7337";"JFK";2023;11;2;17;NA;NA;NA;50;5,7539;6,621473042;NA;NA;10;2023-11-03 01:00:00
"7338";"JFK";2023;11;2;18;NA;NA;NA;280;4,60312;5,2971784336;NA;NA;10;2023-11-03 02:00:00
"7339";"JFK";2023;11;2;19;NA;NA;NA;240;8,05546;9,2700622588;NA;NA;10;2023-11-03 03:00:00
"7340";"JFK";2023;11;2;20;NA;NA;NA;210;11,5078;13,242946084;NA;NA;10;2023-11-03 04:00:00
"7341";"JFK";2023;11;2;21;NA;NA;NA;220;12,65858;14,5672406924;NA;NA;10;2023-11-03 05:00:00
"7342";"JFK";2023;11;2;22;NA;NA;NA;230;5,7539;6,621473042;NA;NA;10;2023-11-03 06:00:00
"7343";"JFK";2023;11;2;23;NA;NA;NA;210;9,20624;10,5943568672;NA;NA;10;2023-11-03 07:00:00
"7344";"JFK";2023;11;3;0;NA;NA;NA;210;9,20624;10,5943568672;NA;NA;10;2023-11-03 08:00:00
"7345";"JFK";2023;11;3;1;NA;NA;NA;230;11,5078;13,242946084;NA;NA;10;2023-11-03 09:00:00
"7346";"JFK";2023;11;3;2;NA;NA;NA;220;12,65858;14,5672406924;NA;NA;10;2023-11-03 10:00:00
"7347";"JFK";2023;11;3;3;NA;NA;NA;230;12,65858;14,5672406924;NA;NA;10;2023-11-03 11:00:00
"7348";"JFK";2023;11;3;4;NA;NA;NA;230;12,65858;14,5672406924;NA;NA;10;2023-11-03 12:00:00
"7349";"JFK";2023;11;3;5;NA;NA;NA;230;11,5078;13,242946084;NA;NA;10;2023-11-03 13:00:00
"7350";"JFK";2023;11;3;6;NA;NA;NA;250;10,35702;11,9186514756;NA;NA;10;2023-11-03 14:00:00
"7351";"JFK";2023;11;3;7;NA;NA;NA;240;11,5078;13,242946084;NA;NA;10;2023-11-03 15:00:00
"7352";"JFK";2023;11;3;8;NA;NA;NA;240;10,35702;11,9186514756;NA;NA;10;2023-11-03 16:00:00
"7353";"JFK";2023;11;3;9;NA;NA;NA;250;9,20624;10,5943568672;NA;NA;10;2023-11-03 17:00:00
"7354";"JFK";2023;11;3;10;NA;NA;NA;230;9,20624;10,5943568672;NA;NA;10;2023-11-03 18:00:00
"7355";"JFK";2023;11;3;11;NA;NA;NA;250;5,7539;6,621473042;NA;NA;10;2023-11-03 19:00:00
"7356";"JFK";2023;11;3;12;NA;NA;NA;240;10,35702;11,9186514756;NA;NA;10;2023-11-03 20:00:00
"7357";"JFK";2023;11;3;13;NA;NA;NA;240;10,35702;11,9186514756;NA;NA;10;2023-11-03 21:00:00
"7358";"JFK";2023;11;3;14;NA;NA;NA;240;9,20624;10,5943568672;NA;NA;10;2023-11-03 22:00:00
"7359";"JFK";2023;11;3;15;NA;NA;NA;220;12,65858;14,5672406924;NA;NA;10;2023-11-03 23:00:00
"7360";"JFK";2023;11;3;16;NA;NA;NA;220;12,65858;14,5672406924;NA;NA;10;2023-11-04
"7361";"JFK";2023;11;3;17;NA;NA;NA;200;12,65858;14,5672406924;NA;NA;10;2023-11-04 01:00:00
"7362";"JFK";2023;11;3;18;NA;NA;NA;180;11,5078;13,242946084;NA;NA;10;2023-11-04 02:00:00
"7363";"JFK";2023;11;3;19;NA;NA;NA;190;14,96014;17,2158299092;NA;NA;10;2023-11-04 03:00:00
"7364";"JFK";2023;11;3;20;NA;NA;NA;190;17,2617;19,864419126;NA;NA;10;2023-11-04 04:00:00
"7365";"JFK";2023;11;3;21;NA;NA;NA;190;16,11092;18,5401245176;NA;NA;10;2023-11-04 05:00:00
"7366";"JFK";2023;11;3;22;NA;NA;NA;NA;NA;NA;NA;NA;10;2023-11-04 06:00:00
"7367";"JFK";2023;11;3;23;NA;NA;NA;190;17,2617;19,864419126;NA;NA;10;2023-11-04 07:00:00
"7368";"JFK";2023;11;4;0;NA;NA;NA;210;12,65858;14,5672406924;NA;NA;10;2023-11-04 08:00:00
"7369";"JFK";2023;11;4;1;NA;NA;NA;210;12,65858;14,5672406924;NA;NA;10;2023-11-04 09:00:00
"7370";"JFK";2023;11;4;2;NA;NA;NA;220;12,65858;14,5672406924;NA;NA;10;2023-11-04 10:00:00
"7371";"JFK";2023;11;4;3;NA;NA;NA;210;12,65858;14,5672406924;NA;NA;10;2023-11-04 11:00:00
"7372";"JFK";2023;11;4;4;NA;NA;NA;230;12,65858;14,5672406924;NA;NA;10;2023-11-04 12:00:00
"7373";"JFK";2023;11;4;5;NA;NA;NA;230;10,35702;11,9186514756;NA;NA;10;2023-11-04 13:00:00
"7374";"JFK";2023;11;4;6;NA;NA;NA;220;11,5078;13,242946084;NA;NA;10;2023-11-04 14:00:00
"7375";"JFK";2023;11;4;7;NA;NA;NA;260;8,05546;9,2700622588;NA;NA;10;2023-11-04 15:00:00
"7376";"JFK";2023;11;4;8;NA;NA;NA;250;5,7539;6,621473042;NA;NA;10;2023-11-04 16:00:00
"7377";"JFK";2023;11;4;9;NA;NA;NA;240;10,35702;11,9186514756;NA;NA;10;2023-11-04 17:00:00
"7378";"JFK";2023;11;4;10;NA;NA;NA;250;5,7539;6,621473042;NA;NA;10;2023-11-04 18:00:00
"7379";"JFK";2023;11;4;11;NA;NA;NA;250;9,20624;10,5943568672;NA;NA;10;2023-11-04 19:00:00
"7380";"JFK";2023;11;4;12;NA;NA;NA;230;9,20624;10,5943568672;NA;NA;10;2023-11-04 20:00:00
"7381";"JFK";2023;11;4;13;NA;NA;NA;260;8,05546;9,2700622588;NA;NA;10;2023-11-04 21:00:00
"7382";"JFK";2023;11;4;14;NA;NA;NA;230;9,20624;10,5943568672;NA;NA;10;2023-11-04 22:00:00
"7383";"JFK";2023;11;4;15;NA;NA;NA;240;8,05546;9,2700622588;NA;NA;10;2023-11-04 23:00:00
"7384";"JFK";2023;11;4;16;NA;NA;NA;240;9,20624;10,5943568672;NA;NA;10;2023-11-05
"7385";"JFK";2023;11;4;17;NA;NA;NA;230;5,7539;6,621473042;NA;NA;10;2023-11-05 01:00:00
"7386";"JFK";2023;11;4;18;NA;NA;NA;220;5,7539;6,621473042;NA;NA;10;2023-11-05 02:00:00
"7387";"JFK";2023;11;4;19;NA;NA;NA;230;5,7539;6,621473042;NA;NA;10;2023-11-05 03:00:00
"7388";"JFK";2023;11;4;20;NA;NA;NA;220;5,7539;6,621473042;NA;NA;10;2023-11-05 04:00:00
"7389";"JFK";2023;11;4;21;NA;NA;NA;220;5,7539;6,621473042;NA;NA;10;2023-11-05 05:00:00
"7390";"JFK";2023;11;4;22;NA;NA;NA;190;5,7539;6,621473042;NA;NA;10;2023-11-05 06:00:00
"7391";"JFK";2023;11;4;23;NA;NA;NA;220;4,60312;5,2971784336;NA;NA;10;2023-11-05 07:00:00
"7392";"JFK";2023;11;5;0;NA;NA;NA;170;4,60312;5,2971784336;NA;NA;10;2023-11-05 08:00:00
"7393";"JFK";2023;11;5;1;NA;NA;NA;240;8,05546;9,2700622588;NA;NA;10;2023-11-05 09:00:00
"7394";"JFK";2023;11;5;2;NA;NA;NA;220;5,7539;6,621473042;NA;NA;10;2023-11-05 11:00:00
"7395";"JFK";2023;11;5;3;NA;NA;NA;250;5,7539;6,621473042;NA;NA;10;2023-11-05 12:00:00
"7396";"JFK";2023;11;5;4;NA;NA;NA;260;5,7539;6,621473042;NA;NA;10;2023-11-05 13:00:00
"7397";"JFK";2023;11;5;5;NA;NA;NA;280;8,05546;9,2700622588;NA;NA;10;2023-11-05 14:00:00
"7398";"JFK";2023;11;5;6;NA;NA;NA;300;5,7539;6,621473042;NA;NA;10;2023-11-05 15:00:00
"7399";"JFK";2023;11;5;7;NA;NA;NA;0;0;0;NA;NA;10;2023-11-05 16:00:00
"7400";"JFK";2023;11;5;8;NA;NA;NA;280;2,30156;2,6485892168;NA;NA;10;2023-11-05 17:00:00
"7401";"JFK";2023;11;5;9;NA;NA;NA;0;0;0;NA;NA;10;2023-11-05 18:00:00
"7402";"JFK";2023;11;5;10;NA;NA;NA;0;0;0;NA;NA;10;2023-11-05 19:00:00
"7403";"JFK";2023;11;5;11;NA;NA;NA;0;0;0;NA;NA;10;2023-11-05 20:00:00
"7404";"JFK";2023;11;5;12;NA;NA;NA;0;0;0;NA;NA;10;2023-11-05 21:00:00
"7405";"JFK";2023;11;5;13;NA;NA;NA;190;2,30156;2,6485892168;NA;NA;9;2023-11-05 22:00:00
"7406";"JFK";2023;11;5;14;NA;NA;NA;200;4,60312;5,2971784336;NA;NA;10;2023-11-05 23:00:00
"7407";"JFK";2023;11;5;15;NA;NA;NA;220;4,60312;5,2971784336;NA;NA;10;2023-11-06
"7408";"JFK";2023;11;5;16;NA;NA;NA;230;5,7539;6,621473042;NA;NA;10;2023-11-06 01:00:00
"7409";"JFK";2023;11;5;17;NA;NA;NA;230;4,60312;5,2971784336;NA;NA;10;2023-11-06 02:00:00
"7410";"JFK";2023;11;5;18;NA;NA;NA;NA;NA;NA;NA;NA;10;2023-11-06 03:00:00
"7411";"JFK";2023;11;5;19;NA;NA;NA;360;10,35702;11,9186514756;NA;NA;10;2023-11-06 04:00:00
"7412";"JFK";2023;11;5;20;NA;NA;NA;360;5,7539;6,621473042;NA;NA;10;2023-11-06 05:00:00
"7413";"JFK";2023;11;5;21;NA;NA;NA;340;8,05546;9,2700622588;NA;NA;10;2023-11-06 06:00:00
"7414";"JFK";2023;11;5;22;NA;NA;NA;360;5,7539;6,621473042;NA;NA;10;2023-11-06 07:00:00
"7415";"JFK";2023;11;5;23;NA;NA;NA;350;12,65858;14,5672406924;NA;NA;10;2023-11-06 08:00:00
"7416";"JFK";2023;11;6;0;NA;NA;NA;10;10,35702;11,9186514756;NA;NA;10;2023-11-06 09:00:00
"7417";"JFK";2023;11;6;1;NA;NA;NA;360;9,20624;10,5943568672;NA;NA;10;2023-11-06 10:00:00
"7418";"JFK";2023;11;6;2;NA;NA;NA;330;12,65858;14,5672406924;NA;NA;10;2023-11-06 11:00:00
"7419";"JFK";2023;11;6;3;NA;NA;NA;350;8,05546;9,2700622588;NA;NA;10;2023-11-06 12:00:00
"7420";"JFK";2023;11;6;4;NA;NA;NA;360;9,20624;10,5943568672;NA;NA;10;2023-11-06 13:00:00
"7421";"JFK";2023;11;6;5;NA;NA;NA;10;5,7539;6,621473042;NA;NA;10;2023-11-06 14:00:00
"7422";"JFK";2023;11;6;6;NA;NA;NA;360;9,20624;10,5943568672;NA;NA;10;2023-11-06 15:00:00
"7423";"JFK";2023;11;6;7;NA;NA;NA;10;5,7539;6,621473042;NA;NA;10;2023-11-06 16:00:00
"7424";"JFK";2023;11;6;8;NA;NA;NA;360;10,35702;11,9186514756;NA;NA;10;2023-11-06 17:00:00
"7425";"JFK";2023;11;6;9;NA;NA;NA;10;10,35702;11,9186514756;NA;NA;10;2023-11-06 18:00:00
"7426";"JFK";2023;11;6;10;NA;NA;NA;10;5,7539;6,621473042;NA;NA;10;2023-11-06 19:00:00
"7427";"JFK";2023;11;6;11;NA;NA;NA;20;9,20624;10,5943568672;NA;NA;10;2023-11-06 20:00:00
"7428";"JFK";2023;11;6;12;NA;NA;NA;30;9,20624;10,5943568672;NA;NA;10;2023-11-06 21:00:00
"7429";"JFK";2023;11;6;13;NA;NA;NA;40;8,05546;9,2700622588;NA;NA;10;2023-11-06 22:00:00
"7430";"JFK";2023;11;6;14;NA;NA;NA;40;8,05546;9,2700622588;NA;NA;10;2023-11-06 23:00:00
"7431";"JFK";2023;11;6;15;NA;NA;NA;60;4,60312;5,2971784336;NA;NA;10;2023-11-07
"7432";"JFK";2023;11;6;16;NA;NA;NA;150;5,7539;6,621473042;NA;NA;10;2023-11-07 01:00:00
"7433";"JFK";2023;11;6;17;NA;NA;NA;210;9,20624;10,5943568672;NA;NA;10;2023-11-07 02:00:00
"7434";"JFK";2023;11;6;18;NA;NA;NA;200;8,05546;9,2700622588;NA;NA;10;2023-11-07 03:00:00
"7435";"JFK";2023;11;6;19;NA;NA;NA;200;5,7539;6,621473042;NA;NA;10;2023-11-07 04:00:00
"7436";"JFK";2023;11;6;20;NA;NA;NA;200;5,7539;6,621473042;NA;NA;10;2023-11-07 05:00:00
"7437";"JFK";2023;11;6;21;NA;NA;NA;150;5,7539;6,621473042;NA;NA;10;2023-11-07 06:00:00
"7438";"JFK";2023;11;6;22;NA;NA;NA;140;5,7539;6,621473042;NA;NA;10;2023-11-07 07:00:00
"7439";"JFK";2023;11;6;23;NA;NA;NA;120;5,7539;6,621473042;NA;NA;10;2023-11-07 08:00:00
"7440";"JFK";2023;11;7;0;NA;NA;NA;160;5,7539;6,621473042;NA;NA;10;2023-11-07 09:00:00
"7441";"JFK";2023;11;7;1;NA;NA;NA;160;8,05546;9,2700622588;NA;NA;10;2023-11-07 10:00:00
"7442";"JFK";2023;11;7;2;NA;NA;NA;170;12,65858;14,5672406924;NA;NA;10;2023-11-07 11:00:00
"7443";"JFK";2023;11;7;3;NA;NA;NA;170;12,65858;14,5672406924;NA;NA;10;2023-11-07 12:00:00
"7444";"JFK";2023;11;7;4;NA;NA;NA;190;14,96014;17,2158299092;NA;NA;10;2023-11-07 13:00:00
